time;number;CO;CO2;NH3;NO;NO2;O3;PM10;PM2.5;SO2;airpressure;humidity;temperature;winddirection;windspeed;
2022-03-31T20:21:00Z;7;254.92;676.75;5.64;7.31;23.15;72.29;11.65;6.22;0.20;1004.20;98.80;1.90;113.00;1.60;
2022-03-31T20:36:00Z;7;249.86;683.12;5.78;4.94;30.25;69.65;9.65;6.22;0.41;1004.30;98.80;1.70;107.00;1.10;
2022-03-31T20:22:00Z;7;252.14;678.62;5.64;7.31;24.89;73.69;9.65;6.22;0.20;1004.10;98.70;1.90;107.00;1.10;
2022-03-31T20:23:00Z;7;243.95;668.95;5.64;7.31;24.89;73.69;7.66;4.59;0.20;1004.10;98.50;1.90;101.00;1.10;
2022-03-31T20:24:00Z;7;239.90;667.09;5.64;6.72;24.90;73.71;8.65;5.40;0.20;1004.20;98.60;1.90;113.00;1.00;
2022-03-31T20:25:00Z;7;241.26;667.09;5.71;4.94;24.90;75.12;11.65;7.84;0.20;1004.20;98.40;1.90;108.00;1.90;
2022-03-31T20:26:00Z;7;240.24;669.51;5.78;4.94;24.99;76.69;8.65;5.40;0.20;1004.20;98.40;1.70;112.00;1.40;
2022-03-31T20:27:00Z;7;238.92;675.38;5.78;6.71;25.00;75.30;8.65;5.40;0.20;1004.30;98.40;1.70;105.00;1.20;
2022-03-31T20:28:00Z;7;237.46;681.05;5.78;7.30;24.97;73.84;8.65;5.40;0.20;1004.10;98.60;1.70;117.00;1.50;
2022-03-31T20:29:00Z;7;238.92;683.12;5.78;7.89;23.24;73.89;8.65;5.40;0.20;1004.30;98.60;1.70;107.00;1.10;
2022-03-31T20:30:00Z;7;244.35;692.73;5.78;8.48;23.23;75.28;9.65;6.22;0.20;1004.20;98.80;1.70;104.00;1.10;
2022-03-31T20:31:00Z;7;251.18;683.05;5.78;7.89;23.23;75.28;9.65;5.40;0.41;1004.20;98.60;1.70;118.00;1.60;
2022-03-31T20:32:00Z;7;269.00;673.44;5.78;7.89;25.00;75.30;9.65;6.22;0.41;1004.30;98.50;1.70;113.00;1.50;
2022-03-31T20:33:00Z;7;275.79;681.12;5.78;8.48;26.74;73.87;7.66;4.59;0.41;1004.20;98.60;1.70;99.00;1.30;
2022-03-31T20:34:00Z;7;267.63;683.12;5.78;6.71;28.50;71.06;8.65;5.40;0.41;1004.30;98.60;1.70;96.00;1.30;
2022-03-31T12:37:00Z;7;271.08;674.94;5.23;12.63;28.87;25.16;9.65;5.40;1.00;1001.30;95.80;4.20;78.00;0.40;
2022-03-31T12:38:00Z;7;273.78;674.94;5.23;11.46;28.87;26.55;8.65;5.40;1.00;1001.30;95.70;4.20;115.00;0.80;
2022-03-31T12:39:00Z;7;277.83;676.85;5.23;11.46;28.87;27.95;16.63;10.29;1.00;1001.30;95.80;4.20;54.00;0.50;
2022-03-31T12:40:00Z;7;283.24;669.20;5.23;9.71;30.60;29.35;9.65;6.22;1.21;1001.30;95.80;4.20;74.00;0.40;
2022-03-31T07:33:00Z;7;230.98;656.42;4.27;8.54;28.97;57.48;7.66;4.59;0.60;1001.50;92.70;4.00;114.00;1.00;
2022-03-31T07:34:00Z;7;222.87;662.16;4.41;8.54;28.97;58.88;6.66;3.77;0.60;1001.50;92.90;4.00;47.00;0.40;
2022-03-31T07:35:00Z;7;220.17;662.16;4.55;7.95;28.97;61.67;7.66;4.59;0.60;1001.50;93.40;4.00;109.00;0.70;
2022-03-31T07:36:00Z;7;221.48;667.84;4.61;7.37;27.23;61.65;8.65;5.40;0.60;1001.40;93.10;4.00;89.00;0.50;
2022-03-31T07:37:00Z;7;221.48;662.10;4.68;7.95;25.50;63.05;8.65;5.40;0.60;1001.40;93.40;4.00;103.00;0.50;
2022-03-31T07:38:00Z;7;214.72;665.92;4.75;9.12;27.23;61.65;6.66;3.77;0.60;1001.40;93.30;4.00;88.00;0.30;
2022-03-31T07:39:00Z;7;210.66;669.75;4.75;9.12;28.96;58.86;7.66;4.59;0.60;1001.40;93.80;4.00;75.00;0.30;
2022-03-31T07:40:00Z;7;210.66;667.84;4.75;9.70;30.69;57.46;8.65;4.59;0.60;1001.40;93.70;4.00;101.00;0.40;
2022-03-31T07:41:00Z;7;216.07;665.92;4.75;10.29;32.43;57.46;9.65;5.40;0.60;1001.40;93.70;4.00;89.00;0.50;
2022-03-31T07:42:00Z;7;224.18;660.18;4.75;8.54;32.43;58.86;6.66;3.77;0.60;1001.40;93.80;4.00;72.00;0.40;
2022-03-31T07:43:00Z;7;226.88;665.92;4.75;7.37;28.96;61.65;8.65;4.59;0.60;1001.40;93.70;4.00;60.00;0.30;
2022-03-31T07:44:00Z;7;230.56;659.64;4.68;7.96;27.14;61.48;8.65;5.40;0.60;1001.30;93.60;4.20;49.00;0.50;
2022-03-31T07:45:00Z;7;233.30;661.62;4.61;8.54;25.42;61.50;7.66;4.59;0.60;1001.40;93.70;4.20;74.00;0.30;
2022-03-31T07:46:00Z;7;230.56;665.38;4.54;7.37;25.40;60.09;6.66;3.77;0.60;1001.30;93.80;4.20;51.00;0.40;
2022-03-31T07:47:00Z;7;230.60;655.88;4.54;6.20;21.95;60.11;7.66;3.77;0.60;1001.40;93.80;4.20;91.00;0.30;
2022-03-31T07:48:00Z;7;229.21;665.38;4.47;5.62;21.94;60.09;7.66;4.59;0.60;1001.30;94.10;4.20;89.00;0.30;
2022-03-31T07:49:00Z;7;229.04;659.40;4.40;5.62;23.63;58.61;9.65;6.22;0.60;1001.30;93.50;4.30;109.00;0.40;
2022-03-31T07:50:00Z;7;229.08;659.47;4.33;5.62;23.65;57.24;7.66;4.59;0.60;1001.40;93.70;4.30;49.00;0.50;
2022-03-31T07:51:00Z;7;229.04;655.58;4.33;5.04;25.37;57.22;7.66;4.59;0.60;1001.30;93.40;4.30;68.00;0.40;
2022-03-31T07:52:00Z;7;230.39;653.67;4.26;6.21;25.37;60.01;9.65;5.40;0.60;1001.30;92.50;4.30;79.00;0.70;
2022-03-31T07:53:00Z;7;230.39;661.31;4.26;6.79;25.37;61.41;8.65;4.59;0.60;1001.30;92.80;4.30;103.00;0.40;
2022-03-31T07:54:00Z;7;226.34;655.58;4.26;7.37;25.37;61.41;8.65;5.40;0.60;1001.30;93.00;4.30;72.00;0.30;
2022-03-31T07:55:00Z;7;227.69;659.40;4.26;7.96;23.63;57.22;7.66;4.59;0.60;1001.30;93.30;4.30;81.00;0.40;
2022-03-31T07:56:00Z;7;229.04;663.22;4.26;5.62;21.90;57.22;7.66;4.59;0.60;1001.30;93.00;4.30;46.00;0.30;
2022-03-31T07:57:00Z;7;227.69;668.96;4.26;5.62;23.63;58.61;7.66;4.59;0.60;1001.30;93.20;4.30;29.00;0.20;
2022-03-31T07:58:00Z;7;227.69;657.49;4.26;7.37;25.37;54.42;6.66;3.77;0.60;1001.30;93.40;4.30;105.00;0.60;
2022-03-31T07:59:00Z;7;227.69;661.31;4.26;5.62;27.10;50.23;8.65;4.59;0.60;1001.30;93.00;4.30;62.00;0.30;
2022-03-31T08:00:00Z;7;225.96;662.68;4.26;3.30;27.00;50.07;8.65;5.40;0.60;1001.20;92.60;4.50;81.00;0.50;
2022-03-31T08:01:00Z;7;223.59;668.89;4.26;5.04;27.08;50.22;8.65;3.77;0.60;1001.20;92.30;4.30;31.00;0.20;
2022-03-31T08:02:00Z;7;220.61;658.93;4.26;6.80;25.29;52.89;7.66;4.59;0.60;1001.30;92.20;4.50;43.00;0.30;
2022-03-31T08:03:00Z;7;216.52;660.77;4.26;8.55;25.27;54.26;6.66;3.77;0.60;1001.20;92.10;4.50;75.00;0.30;
2022-03-31T08:04:00Z;7;219.26;658.93;4.26;9.71;25.29;55.68;6.66;3.77;0.60;1001.30;91.20;4.50;62.00;0.40;
2022-03-31T08:05:00Z;7;219.26;662.75;4.26;9.13;25.29;57.07;6.66;3.77;0.60;1001.30;91.30;4.50;66.00;0.30;
2022-03-31T08:06:00Z;7;216.52;653.13;4.33;9.13;25.27;55.66;5.66;2.96;0.60;1001.20;90.50;4.50;49.00;0.40;
2022-03-31T08:07:00Z;7;215.21;649.38;4.40;9.13;25.29;57.07;5.66;2.96;0.60;1001.30;90.90;4.50;63.00;0.40;
2022-03-31T08:08:00Z;7;215.21;657.02;4.47;7.96;25.29;57.07;6.66;3.77;0.60;1001.30;89.70;4.50;88.00;0.70;
2022-03-31T08:09:00Z;7;218.24;655.58;4.54;7.37;25.37;58.61;5.66;2.96;0.60;1001.30;88.90;4.30;81.00;0.70;
2022-03-31T08:10:00Z;7;216.89;661.31;4.75;7.37;23.63;61.41;6.66;3.77;0.60;1001.30;88.90;4.30;78.00;0.60;
