time;number;CO;CO2;NH3;NO;NO2;O3;PM10;PM2.5;SO2;airpressure;humidity;temperature;winddirection;windspeed;
2022-03-26T07:46:00Z;7;526.90;776.06;2.71;10.85;35.22;43.73;80.48;55.08;1.22;1032.50;75.60;10.10;0.00;0.00;
2022-03-26T07:47:00Z;7;523.64;775.51;2.71;12.62;35.13;43.60;77.49;50.20;1.22;1032.50;75.60;10.30;0.00;0.00;
2022-03-26T07:48:00Z;7;538.71;777.51;2.64;12.62;33.40;45.03;74.49;50.20;1.42;1032.60;75.60;10.30;0.00;0.00;
2022-03-26T07:49:00Z;7;538.63;777.44;2.57;12.62;31.64;45.01;90.46;61.60;1.42;1032.50;74.90;10.30;350.00;0.10;
2022-03-26T07:50:00Z;7;530.45;775.51;2.57;12.62;33.39;45.01;76.49;53.45;1.42;1032.50;74.30;10.30;351.00;0.10;
2022-03-26T07:51:00Z;7;526.10;790.66;2.57;12.62;33.34;46.35;79.48;55.08;1.22;1032.50;75.00;10.40;49.00;0.20;
2022-03-26T07:52:00Z;7;520.72;781.10;2.50;12.62;31.61;44.96;74.49;46.94;1.22;1032.60;74.80;10.40;0.00;0.00;
2022-03-26T07:53:00Z;7;513.91;769.52;2.43;12.62;31.61;44.96;80.48;56.71;1.22;1032.60;74.40;10.40;0.00;0.00;
2022-03-26T07:54:00Z;7;509.82;765.67;2.36;12.62;31.61;44.96;75.49;47.75;1.22;1032.60;72.30;10.40;63.00;0.20;
2022-03-26T07:55:00Z;7;501.13;763.20;2.50;12.03;31.53;44.83;71.50;44.50;1.01;1032.60;71.90;10.60;0.00;0.00;
2022-03-26T07:56:00Z;7;494.25;763.13;2.57;12.62;31.51;46.22;75.49;50.20;1.01;1032.50;70.30;10.60;37.00;0.10;
2022-03-26T07:57:00Z;7;488.87;780.54;2.64;12.62;29.78;46.23;73.50;45.31;1.01;1032.60;71.00;10.60;0.00;0.00;
2022-03-26T07:58:00Z;7;482.92;770.36;2.63;12.62;27.96;41.88;76.49;51.01;1.01;1032.60;70.20;10.80;0.00;0.00;
2022-03-26T07:59:00Z;7;477.48;778.07;2.63;12.03;27.96;39.06;72.50;45.31;1.01;1032.60;70.10;10.80;0.00;0.00;
2022-03-26T08:00:00Z;7;474.76;785.77;2.56;10.86;26.21;39.06;72.50;46.94;1.01;1032.60;70.10;10.80;0.00;0.00;
2022-03-26T08:01:00Z;7;470.50;774.02;2.49;11.45;26.18;37.61;71.50;45.31;1.01;1032.70;68.70;10.90;0.00;0.00;
2022-03-26T08:02:00Z;7;464.99;772.02;2.49;9.10;24.43;39.00;68.51;42.05;1.01;1032.60;66.80;10.90;45.00;0.10;
2022-03-26T08:03:00Z;7;456.83;768.17;2.56;7.92;20.94;44.62;70.50;42.87;0.81;1032.60;66.30;10.90;0.00;0.00;
2022-03-26T08:04:00Z;7;448.25;765.78;2.70;9.10;20.88;48.73;68.51;43.68;0.81;1032.70;65.60;11.10;30.00;0.10;
2022-03-26T08:05:00Z;7;441.39;769.55;2.77;9.10;19.12;51.52;68.51;42.05;0.81;1032.60;65.70;11.10;0.00;0.00;
2022-03-26T08:06:00Z;7;433.30;767.70;2.77;9.10;15.65;51.54;64.52;41.24;0.81;1032.70;65.20;11.10;61.00;0.10;
2022-03-26T08:07:00Z;7;424.68;765.24;2.91;9.69;15.58;52.81;65.52;42.05;0.61;1032.70;62.10;11.30;111.00;0.40;
2022-03-26T08:08:00Z;7;415.17;769.08;3.11;10.86;13.84;57.02;64.52;41.24;0.40;1032.70;61.60;11.30;114.00;0.40;
2022-03-26T08:09:00Z;7;405.73;763.39;3.32;9.69;12.11;62.66;64.52;41.24;0.40;1032.80;62.60;11.30;99.00;0.30;
2022-03-26T08:10:00Z;7;397.58;755.70;3.39;6.75;10.36;66.88;65.52;42.05;0.40;1032.80;60.80;11.30;119.00;0.50;
2022-03-26T08:11:00Z;7;391.92;765.04;3.53;7.34;10.33;71.02;67.51;42.05;0.40;1032.80;61.00;11.40;98.00;0.40;
2022-03-26T08:12:00Z;7;389.21;763.12;3.53;9.10;10.33;73.83;65.52;42.05;0.40;1032.80;61.20;11.40;97.00;0.40;
2022-03-26T08:13:00Z;7;390.62;768.96;3.39;10.28;10.34;76.66;64.52;40.42;0.40;1032.90;60.10;11.40;110.00;0.50;
2022-03-26T08:14:00Z;7;390.62;765.12;3.18;10.28;10.34;76.66;66.51;42.05;0.40;1032.90;61.20;11.40;64.00;0.10;
2022-03-26T08:15:00Z;7;384.76;764.58;2.83;10.28;12.01;72.29;63.52;38.79;0.40;1032.90;61.80;11.60;75.00;0.20;
2022-03-26T08:16:00Z;7;381.98;776.03;2.42;9.69;12.00;70.86;65.52;41.24;0.40;1032.80;60.90;11.60;54.00;0.20;
2022-03-26T08:17:00Z;7;377.91;776.03;2.14;8.52;10.26;69.46;64.52;41.24;0.40;1032.80;61.20;11.60;41.00;0.20;
2022-03-26T08:18:00Z;7;373.41;760.13;1.87;7.94;10.20;69.31;58.53;37.17;0.40;1032.80;61.30;11.80;51.00;0.10;
2022-03-26T08:19:00Z;7;368.05;762.12;1.59;8.52;10.21;69.33;64.52;39.61;0.40;1032.90;60.30;11.80;56.00;0.10;
2022-03-26T08:20:00Z;7;363.92;758.21;1.31;8.52;10.20;69.31;64.52;39.61;0.40;1032.80;61.10;11.80;75.00;0.20;
2022-03-26T08:21:00Z;7;358.50;758.21;1.11;8.52;10.20;67.91;63.52;40.42;0.40;1032.80;60.30;11.80;82.00;0.30;
2022-03-26T08:22:00Z;7;354.22;757.94;0.97;9.11;8.43;69.23;65.52;41.24;0.40;1032.80;60.00;11.90;62.00;0.20;
2022-03-26T08:23:00Z;7;350.16;756.03;0.90;7.35;8.43;70.64;66.51;41.24;0.40;1032.80;59.00;11.90;45.00;0.20;
2022-03-26T08:24:00Z;7;344.79;758.02;0.90;6.18;8.43;73.46;64.52;40.42;0.40;1032.90;59.50;11.90;56.00;0.20;
2022-03-26T08:25:00Z;7;338.01;761.86;0.76;5.59;6.70;73.46;64.52;40.42;0.40;1032.90;60.60;11.90;60.00;0.10;
2022-03-26T08:26:00Z;7;333.55;759.40;0.35;4.43;6.63;70.51;67.51;42.87;0.40;1032.90;61.00;12.10;74.00;0.30;
2022-03-26T08:27:00Z;7;338.96;749.82;0.07;4.43;8.37;70.51;64.52;39.61;0.40;1032.90;61.00;12.10;81.00;0.30;
2022-03-26T08:28:00Z;7;337.61;755.57;0.14;5.60;11.84;70.51;63.52;40.42;0.40;1032.90;60.70;12.10;64.00;0.20;
2022-03-26T08:29:00Z;7;337.55;749.74;0.28;6.77;11.83;69.08;67.51;42.05;0.40;1032.80;60.80;12.10;68.00;0.20;
2022-03-26T08:30:00Z;7;336.31;753.72;0.41;6.77;11.85;67.72;62.52;38.79;0.40;1033.00;61.20;12.10;81.00;0.40;
2022-03-26T08:31:00Z;7;335.86;751.21;0.55;7.94;13.51;68.95;66.51;42.05;0.40;1032.90;61.40;12.30;69.00;0.20;
2022-03-26T08:32:00Z;7;334.50;756.96;0.62;9.70;13.51;70.35;70.50;42.05;0.40;1032.90;61.70;12.30;67.00;0.20;
2022-03-26T08:33:00Z;7;334.56;764.70;0.76;9.11;13.52;71.78;69.51;42.87;0.40;1033.00;61.80;12.30;99.00;0.40;
2022-03-26T08:34:00Z;7;333.20;760.86;0.97;9.11;13.52;70.38;70.50;43.68;0.40;1033.00;62.20;12.30;104.00;0.40;
2022-03-26T08:35:00Z;7;331.85;751.28;1.03;8.53;15.25;70.38;69.51;42.87;0.40;1033.00;61.80;12.30;66.00;0.40;
2022-03-26T08:36:00Z;7;331.71;751.09;1.03;7.36;15.23;70.32;69.51;43.68;0.40;1033.10;62.10;12.40;58.00;0.20;
2022-03-26T08:37:00Z;7;330.35;753.00;1.10;7.36;15.23;67.52;70.50;45.31;0.40;1033.10;62.00;12.40;342.00;0.10;
2022-03-26T08:38:00Z;7;334.36;760.60;1.17;7.95;15.22;64.70;69.51;43.68;0.40;1033.00;62.00;12.40;35.00;0.10;
2022-03-26T08:39:00Z;7;339.72;762.44;1.24;6.78;15.21;63.28;67.51;42.87;0.40;1032.90;62.80;12.40;78.00;0.30;
2022-03-26T08:40:00Z;7;342.07;761.98;1.31;6.78;15.15;63.15;69.51;42.87;0.40;1033.00;62.00;12.60;57.00;0.20;
2022-03-26T08:41:00Z;7;346.13;761.98;1.31;6.78;15.15;64.55;71.50;44.50;0.40;1033.00;62.50;12.60;83.00;0.30;
2022-03-26T08:42:00Z;7;346.13;765.81;1.38;6.20;15.15;63.15;70.50;44.50;0.40;1033.00;63.70;12.60;98.00;0.30;
2022-03-26T08:43:00Z;7;346.13;761.98;1.58;6.20;16.88;61.75;72.50;45.31;0.40;1033.00;64.20;12.60;60.00;0.20;
2022-03-26T08:44:00Z;7;347.54;765.88;1.79;6.19;20.36;57.58;72.50;46.94;0.40;1033.10;64.70;12.60;33.00;0.10;
2022-03-26T08:45:00Z;7;348.84;771.55;2.00;6.78;22.08;53.36;78.48;48.57;0.60;1033.00;63.90;12.60;53.00;0.10;
2022-03-26T08:46:00Z;7;348.49;776.82;2.00;7.95;20.29;51.84;69.51;42.87;0.60;1033.10;63.60;12.80;76.00;0.20;
2022-03-26T08:47:00Z;7;345.78;763.43;1.93;8.54;20.29;51.84;72.50;45.31;0.60;1033.10;62.10;12.80;69.00;0.20;
2022-03-26T08:48:00Z;7;341.73;761.52;1.72;8.54;20.29;51.84;72.50;44.50;0.60;1033.10;62.10;12.80;93.00;0.30;
2022-03-26T08:49:00Z;7;340.32;763.36;1.51;7.95;18.54;54.62;73.50;46.94;0.60;1033.00;62.80;12.80;74.00;0.30;
2022-03-26T08:50:00Z;7;340.12;774.57;1.45;7.37;18.51;55.95;68.51;43.68;0.60;1033.00;62.80;12.90;40.00;0.10;
2022-03-26T08:51:00Z;7;342.88;763.16;1.45;6.79;18.52;53.17;68.51;42.87;0.60;1033.10;63.30;12.90;58.00;0.30;
2022-03-26T08:52:00Z;7;345.58;759.34;1.51;6.79;20.25;54.57;73.50;47.75;0.60;1033.10;63.50;12.90;89.00;0.30;
2022-03-26T08:53:00Z;7;346.87;765.00;1.51;8.54;21.97;54.55;71.50;43.68;0.60;1033.00;62.50;12.90;84.00;0.30;
2022-03-26T08:54:00Z;7;349.58;761.18;1.45;8.54;21.97;55.95;70.50;44.50;0.60;1033.00;62.90;12.90;55.00;0.30;
2022-03-26T08:55:00Z;7;352.34;759.34;1.38;6.79;21.98;58.76;73.50;44.50;0.60;1033.10;60.50;12.90;69.00;0.40;
2022-03-26T08:56:00Z;7;353.63;763.09;1.03;6.20;21.97;60.14;71.50;43.68;0.60;1033.00;62.40;12.90;48.00;0.30;
2022-03-26T08:57:00Z;7;353.22;766.38;0.96;5.62;21.90;61.39;72.50;46.12;0.60;1033.00;63.10;13.10;60.00;0.20;
2022-03-26T08:58:00Z;7;353.22;774.02;1.10;5.62;25.36;58.60;73.50;45.31;0.60;1033.00;63.40;13.10;93.00;0.30;
2022-03-26T08:59:00Z;7;354.57;772.11;1.24;5.62;30.55;53.01;68.51;42.87;0.60;1033.00;63.30;13.10;74.00;0.30;
2022-03-26T09:00:00Z;7;355.86;758.66;1.31;5.63;28.81;52.99;74.49;49.38;0.60;1032.90;62.90;13.10;46.00;0.20;
2022-03-26T09:01:00Z;7;359.76;760.38;1.31;5.63;27.05;51.55;72.50;46.94;0.60;1033.00;62.40;13.20;17.00;0.10;
2022-03-26T09:02:00Z;7;361.11;768.02;1.24;7.38;25.32;48.76;73.50;46.94;0.60;1033.00;62.40;13.20;29.00;0.10;
2022-03-26T09:03:00Z;7;359.76;762.29;1.24;7.96;27.05;45.96;67.51;42.87;0.60;1033.00;62.30;13.20;41.00;0.10;
2022-03-26T09:04:00Z;7;359.35;765.58;1.24;8.55;26.97;43.04;73.50;47.75;0.60;1033.00;61.90;13.40;59.00;0.20;
2022-03-26T09:05:00Z;7;360.70;765.58;1.24;7.96;26.97;43.04;71.50;45.31;0.60;1033.00;61.50;13.40;31.00;0.20;
2022-03-26T09:06:00Z;7;360.70;773.21;1.10;7.96;23.51;45.83;74.49;47.75;0.60;1033.00;61.00;13.40;61.00;0.20;
2022-03-26T09:07:00Z;7;360.28;776.49;0.96;8.55;19.98;47.09;70.50;43.68;0.60;1033.00;60.60;13.60;351.00;0.10;
2022-03-26T09:08:00Z;7;364.38;757.48;0.89;9.71;18.26;47.11;78.48;48.57;0.40;1033.10;60.60;13.60;0.00;0.00;
2022-03-26T09:09:00Z;7;372.35;757.34;0.89;10.88;16.52;45.68;71.50;44.50;0.40;1032.90;61.50;13.60;62.00;0.20;
2022-03-26T09:10:00Z;7;373.49;764.70;0.96;10.30;14.75;45.61;68.51;42.87;0.40;1032.90;59.80;13.70;98.00;0.30;
2022-03-26T09:11:00Z;7;370.85;759.05;0.82;10.30;16.49;47.02;71.50;44.50;0.40;1033.00;59.10;13.70;82.00;0.20;
2022-03-26T09:12:00Z;7;362.77;753.33;0.62;9.13;18.22;47.02;72.50;43.68;0.40;1033.00;59.60;13.70;0.00;0.00;
2022-03-26T09:13:00Z;7;356.97;752.81;0.62;8.55;19.87;44.10;72.50;46.94;0.40;1033.00;60.00;13.90;79.00;0.30;
2022-03-26T09:14:00Z;7;356.97;745.18;0.62;8.55;19.87;44.10;66.51;42.87;0.40;1033.00;59.30;13.90;74.00;0.30;
2022-03-26T09:15:00Z;7;356.97;758.52;0.55;7.97;18.14;45.50;67.51;42.87;0.40;1033.00;59.30;13.90;0.00;0.00;
2022-03-26T09:16:00Z;7;351.58;747.09;0.55;7.39;16.42;48.28;68.51;42.87;0.40;1033.00;58.10;13.90;91.00;0.30;
2022-03-26T09:17:00Z;7;347.54;747.09;0.55;6.81;12.97;49.68;68.51;41.24;0.40;1033.00;57.80;13.90;94.00;0.30;
2022-03-26T09:18:00Z;7;340.87;741.44;0.48;6.81;11.25;53.87;70.50;42.87;0.40;1033.10;57.90;13.90;84.00;0.30;
2022-03-26T09:19:00Z;7;339.06;746.57;0.41;6.81;11.17;56.50;71.50;42.87;0.40;1033.00;57.70;14.10;68.00;0.30;
2022-03-26T09:20:00Z;7;337.77;750.45;0.21;6.81;11.18;59.30;69.51;44.50;0.40;1033.10;58.20;14.10;79.00;0.20;
2022-03-26T09:21:00Z;7;335.03;746.57;0.21;5.65;11.17;57.89;69.51;42.87;0.40;1033.00;58.00;14.10;76.00;0.20;
2022-03-26T09:22:00Z;7;339.06;744.66;0.34;5.07;12.90;57.89;70.50;42.87;0.40;1033.00;57.20;14.10;109.00;0.40;
2022-03-26T09:23:00Z;7;345.59;750.12;0.34;6.23;14.59;57.82;71.50;43.68;0.40;1033.00;57.40;14.20;75.00;0.30;
2022-03-26T09:24:00Z;7;340.21;750.12;0.27;7.40;16.31;57.82;68.51;42.05;0.40;1033.00;56.50;14.20;99.00;0.30;
2022-03-26T09:25:00Z;7;336.17;732.98;0.27;7.40;14.59;60.60;65.52;40.42;0.40;1033.00;57.00;14.20;58.00;0.20;
2022-03-26T09:26:00Z;7;330.79;734.89;0.27;6.82;12.86;61.99;67.51;42.05;0.40;1033.00;57.20;14.20;80.00;0.20;
2022-03-26T09:27:00Z;7;334.83;738.69;0.41;7.40;12.86;59.21;71.50;43.68;0.40;1033.00;57.30;14.20;107.00;0.40;
2022-03-26T09:28:00Z;7;342.50;743.89;0.55;6.24;12.80;59.07;68.51;42.87;0.40;1033.00;57.10;14.40;67.00;0.30;
2022-03-26T09:29:00Z;7;343.84;741.98;0.48;5.66;11.07;60.46;70.50;43.68;0.40;1033.00;57.00;14.40;47.00;0.30;
2022-03-26T09:30:00Z;7;339.81;741.98;0.41;5.66;9.35;60.46;69.51;43.68;0.40;1033.00;56.60;14.40;94.00;0.50;
2022-03-26T09:31:00Z;7;333.14;742.06;0.41;4.50;9.36;61.87;71.50;43.68;0.40;1033.10;57.40;14.40;83.00;0.30;
2022-03-26T09:32:00Z;7;327.77;749.67;0.55;5.08;9.36;63.26;68.51;42.05;0.40;1033.10;56.50;14.40;71.00;0.30;
2022-03-26T09:33:00Z;7;319.65;736.28;0.62;5.66;9.35;63.24;71.50;46.12;0.40;1033.00;56.30;14.40;80.00;0.20;
2022-03-26T09:34:00Z;7;315.62;738.18;0.62;5.66;9.35;63.24;64.52;41.24;0.40;1033.00;57.00;14.40;56.00;0.10;
2022-03-26T09:35:00Z;7;309.86;747.17;0.68;5.66;9.28;60.31;68.51;43.68;0.40;1033.00;56.70;14.60;0.00;0.00;
2022-03-26T09:36:00Z;7;305.83;747.17;0.75;7.41;7.56;56.15;66.51;40.42;0.40;1033.00;56.50;14.60;71.00;0.20;
2022-03-26T09:37:00Z;7;305.83;747.17;0.75;9.15;7.56;51.98;71.50;44.50;0.40;1033.00;56.20;14.60;99.00;0.20;
2022-03-26T09:38:00Z;7;311.02;746.91;0.68;9.15;7.53;54.69;72.50;43.68;0.40;1033.00;56.20;14.70;84.00;0.30;
2022-03-26T09:39:00Z;7;312.36;745.01;0.68;6.83;5.81;57.47;70.50;45.31;0.40;1033.00;55.90;14.70;86.00;0.30;
2022-03-26T09:40:00Z;7;313.70;754.51;0.55;4.51;4.09;58.85;71.50;43.68;0.40;1033.00;55.20;14.70;86.00;0.30;
2022-03-26T09:41:00Z;7;317.73;748.81;0.48;4.51;4.09;60.24;67.51;42.87;0.40;1033.00;54.40;14.70;119.00;0.60;
2022-03-26T09:42:00Z;7;321.70;743.04;0.34;3.93;4.08;63.00;70.50;42.05;0.40;1032.90;54.30;14.70;108.00;0.60;
2022-03-26T09:43:00Z;7;329.81;746.91;0.21;2.77;0.65;68.58;70.50;44.50;0.20;1033.00;54.70;14.70;104.00;0.40;
2022-03-26T09:44:00Z;7;324.44;748.81;0.07;4.51;0.65;68.58;73.50;46.94;0.20;1033.00;56.50;14.70;93.00;0.30;
2022-03-26T09:45:00Z;7;317.73;741.21;0.27;2.77;2.37;67.19;71.50;43.68;0.20;1033.00;56.50;14.70;71.00;0.20;
2022-03-26T09:46:00Z;7;340.55;746.91;0.48;1.60;4.09;64.41;69.51;44.50;0.20;1033.00;56.20;14.70;77.00;0.30;
2022-03-26T09:47:00Z;7;368.33;735.00;0.62;1.61;5.75;62.88;72.50;44.50;0.20;1033.00;56.30;14.90;100.00;0.40;
2022-03-26T09:48:00Z;7;377.66;746.32;0.82;2.77;7.46;64.24;68.51;42.87;0.20;1032.90;55.90;14.90;67.00;0.30;
2022-03-26T09:49:00Z;7;366.99;748.29;0.89;3.35;9.19;62.88;69.51;42.87;0.20;1033.00;55.30;14.90;99.00;0.30;
2022-03-26T09:50:00Z;7;350.83;738.73;0.89;3.93;9.18;61.47;70.50;43.68;0.20;1032.90;56.00;14.90;61.00;0.20;
2022-03-26T09:51:00Z;7;335.73;742.08;0.89;4.52;10.84;61.34;69.51;43.68;0.20;1033.00;54.40;15.10;79.00;0.40;
2022-03-26T09:52:00Z;7;323.67;742.08;0.75;4.52;10.84;61.34;70.50;42.87;0.20;1033.00;54.50;15.10;79.00;0.30;
2022-03-26T09:53:00Z;7;315.62;742.08;0.55;5.68;9.12;59.96;71.50;46.12;0.20;1033.00;54.00;15.10;74.00;0.20;
2022-03-26T09:54:00Z;7;307.53;742.01;0.41;6.26;7.39;59.94;74.49;46.94;0.20;1032.90;52.80;15.10;111.00;0.50;
2022-03-26T09:55:00Z;7;304.90;740.18;0.34;6.26;5.68;61.34;67.51;42.05;0.20;1033.00;54.30;15.10;23.00;0.10;
2022-03-26T09:56:00Z;7;301.98;741.75;0.27;5.10;7.36;61.25;74.49;44.50;0.20;1032.90;54.50;15.20;0.00;0.00;
2022-03-26T09:57:00Z;7;297.96;749.34;0.34;5.68;7.36;58.48;71.50;45.31;0.20;1032.90;54.70;15.20;69.00;0.20;
2022-03-26T09:58:00Z;7;300.64;739.85;0.55;6.26;7.36;54.32;70.50;45.31;0.40;1032.90;53.40;15.20;53.00;0.20;
2022-03-26T09:59:00Z;7;302.94;739.34;0.55;6.26;7.30;54.18;71.50;46.12;0.40;1032.90;53.60;15.40;0.00;0.00;
2022-03-26T10:00:00Z;7;300.27;745.03;0.61;6.84;7.30;51.41;71.50;44.50;0.40;1032.90;53.60;15.40;51.00;0.10;
2022-03-26T10:01:00Z;7;298.93;746.92;0.68;9.16;7.30;45.87;71.50;43.68;0.40;1032.90;52.40;15.40;114.00;0.40;
2022-03-26T10:02:00Z;7;302.94;737.44;0.55;10.32;9.01;48.64;68.51;42.87;0.40;1032.90;52.50;15.40;41.00;0.30;
2022-03-26T10:03:00Z;7;308.30;733.65;0.27;9.74;9.01;52.80;69.51;43.68;0.40;1032.90;53.60;15.40;52.00;0.30;
2022-03-26T10:04:00Z;7;310.93;737.37;0.20;7.42;9.00;55.55;66.51;42.05;0.40;1032.80;52.40;15.40;55.00;0.20;
2022-03-26T10:05:00Z;7;306.96;746.92;0.14;6.84;9.01;55.57;67.51;42.05;0.40;1032.90;52.60;15.40;29.00;0.10;
2022-03-26T10:06:00Z;7;299.84;742.54;0.20;6.85;7.22;55.41;69.51;43.68;0.40;1032.80;52.20;15.60;0.00;0.00;
2022-03-26T10:07:00Z;7;294.54;736.93;0.34;6.27;5.52;54.05;69.51;43.68;0.40;1032.90;51.80;15.60;32.00;0.10;
2022-03-26T10:08:00Z;7;291.81;742.54;0.34;7.43;3.79;52.64;71.50;42.87;0.40;1032.80;52.70;15.60;49.00;0.20;
2022-03-26T10:09:00Z;7;301.05;744.25;0.34;7.43;3.77;52.59;71.50;42.87;0.40;1032.90;52.90;15.70;12.00;0.10;
2022-03-26T10:10:00Z;7;313.04;742.29;0.48;5.69;3.76;53.96;68.51;42.05;0.40;1032.80;52.20;15.70;337.00;0.10;
2022-03-26T10:11:00Z;7;347.41;739.88;0.54;5.12;5.41;55.20;70.50;43.68;0.40;1032.80;51.80;15.90;49.00;0.20;
2022-03-26T10:12:00Z;7;407.57;736.10;0.54;5.70;5.41;56.58;69.51;42.87;0.40;1032.80;51.30;15.90;50.00;0.30;
2022-03-26T10:13:00Z;7;390.13;745.49;0.41;5.70;3.69;57.95;70.50;43.68;0.40;1032.70;50.80;15.90;56.00;0.20;
2022-03-26T10:14:00Z;7;364.38;745.04;0.34;5.13;1.92;57.83;64.52;40.42;0.40;1032.80;50.20;16.10;34.00;0.10;
2022-03-26T10:15:00Z;7;340.28;737.41;0.20;5.13;3.63;55.04;64.52;41.24;0.40;1032.70;50.00;16.10;68.00;0.20;
2022-03-26T10:16:00Z;7;324.30;737.48;0.14;6.28;3.64;53.68;65.52;41.24;0.40;1032.80;48.40;16.10;98.00;0.40;
2022-03-26T10:17:00Z;7;316.10;739.11;0.07;6.86;3.61;56.38;64.52;42.05;0.40;1032.80;48.40;16.20;27.00;0.20;
2022-03-26T10:18:00Z;7;305.46;735.40;0.14;3.97;3.62;61.92;63.52;38.79;0.20;1032.90;50.10;16.20;69.00;0.30;
